Noise,acc,acc_pca,mse,mse_krr,mse_lrr,mse_pca,mse_pca_krr,mse_pca_lrr
0.1,0.9775,0.9755,22.885536077979893,16.92534832738007,7.524569444520128,25.57261019594315,30.28378692432817,25.569715029835606
0.15000000000000002,0.9775,0.975,22.885536077979893,16.92534832738007,7.524569444520128,25.816894873957697,30.57666486982654,25.814560911785403
0.2,0.9775,0.9745,22.885536077979893,16.92534832738007,7.524569444520128,26.154475231796482,30.957816676658098,26.152816681500603
0.25,0.9775,0.971,22.885536077979893,16.92534832738007,7.524569444520128,26.577969129243865,31.420638543109447,26.577031420047547
0.3,0.9775,0.9685,22.885536077979893,16.92534832738007,7.524569444520128,27.078831585081424,31.957832135060094,27.07860321791321
0.35,0.9775,0.9665,22.885536077979893,16.92534832738007,7.524569444520128,27.647955896126447,32.56174614388803,27.648386536206555
0.39999999999999997,0.9775,0.965,22.885536077979893,16.92534832738007,7.524569444520128,28.27619608423724,33.22464471145821,28.277218943788125
0.44999999999999996,0.9775,0.962,22.885536077979893,16.92534832738007,7.524569444520128,28.95476951714626,33.9389240350719,28.956316033426717
0.49999999999999994,0.9775,0.958,22.885536077979893,16.92534832738007,7.524569444520128,29.675531721649737,34.697398733946514,29.67753953532007
0.5499999999999999,0.9775,0.954,22.885536077979893,16.92534832738007,7.524569444520128,30.431122884429826,35.4933749053619,30.433540462625658
0.6,0.9775,0.9505,22.885536077979893,16.92534832738007,7.524569444520128,31.215024883806095,36.320551467589766,31.217813480128417
0.65,0.9775,0.9455,22.885536077979893,16.92534832738007,7.524569444520128,32.021556268476914,37.17334232642471,32.02468806359685
0.7000000000000001,0.9775,0.939,22.885536077979893,16.92534832738007,7.524569444520128,32.84582143888723,38.046589162585924,32.84928155012123
0.7500000000000001,0.9775,0.9325,22.885536077979893,16.92534832738007,7.524569444520128,33.68363961142285,38.935819130849524,33.687424026198435
0.8000000000000002,0.9775,0.929,22.885536077979893,16.92534832738007,7.524569444520128,34.531471027642446,39.836890898158586,34.53558427768492
0.8500000000000002,0.9775,0.923,22.885536077979893,16.92534832738007,7.524569444520128,35.38633635494565,40.74629062828905,35.39078956987317
0.9000000000000002,0.9775,0.919,22.885536077979893,16.92534832738007,7.524569444520128,36.245743518271375,41.660818936432584,36.25055104328951
